comparison,gene,chrom,start,end,strand,junction_class,lsv_type,PSI_knockdown,PSI_control,delta_PSI,CI95_low,CI95_high,q_value,reads_knockdown,reads_control,LSV_total_knockdown,LSV_total_control
2C12,Son,chr16,91660296,91660358,+,fully novel,donor,0.5712357499999999,0.0001,0.5711357499999999,0.4324324324324324,1.0,6.917410323788693e-12,41.0,0.0,73.0,67.0
2C12,.,chr17,17037403,17037644,.,fully novel,donor,0.81868625,0.46625675,0.3524294999999999,0.0997782705099777,0.6,0.0020278754190737,71.0,40.0,91.0,86.0
2C12,Zfp760,chr17,21709297,21710163,+,novel splice site,donor,0.20380925,0.0001,0.20370925,0.1463414634146341,0.3225806451612903,0.004548031777478,21.0,0.0,104.0,50.0
2C12,Crem,chr18,3276730,3278080,-,novel splice site,donor,0.74120175,0.0001,0.74110175,0.6724137931034483,0.8809523809523809,3.751242603210396e-32,114.0,0.0,155.0,132.0
2C12,Adnp2,chr18,80137574,80138152,-,novel splice site,donor,0.79369125,0.020096,0.77359525,0.7286324862113608,0.856174758829626,3.864026700031615e-70,501.0,7.0,632.0,426.0
2C12,Ltbp3,chr19,5745676,5745979,+,novel splice site,donor,0.54124175,0.090082,0.4511597499999999,0.2009803921568627,0.7258064516129032,3.37442735354553e-05,35.0,7.0,65.0,67.0
2C12,Atg2a,chr19,6248290,6248386,+,novel splice site,donor,0.3925214999999999,0.0001,0.3924215,0.2790697674418604,0.6818181818181818,6.321856245924665e-15,41.0,0.0,107.0,206.0
2C12,Ahnak,chr19,9005339,9011887,+,fully novel,donor,0.3975205,0.0001,0.3974205,0.2022471910112359,0.875,1.0968343458437333e-13,67.0,0.0,175.0,182.0
2C12,Ahnak,chr19,9006346,9009330,+,fully novel,donor,0.39877025,0.0425915,0.35617875,0.2635770141330081,0.4311994113318616,1.8237705311218376e-12,268.0,11.0,683.0,207.0
2C12,Prune2,chr19,17193430,17195922,+,novel splice site,donor,0.6924615,0.0425915,0.64987,0.5794134067530878,0.7453782861063616,1.352307191925558e-65,702.0,64.0,1022.0,1707.0
2C12,Cntrl,chr2,35173158,35173606,+,novel splice site,donor,0.43376325,0.0001,0.43366325,0.3625730994152046,0.5344827586206896,2.5534992635171452e-34,178.0,0.0,416.0,533.0
2C12,Meis2,chr2,116061593,116063155,-,novel splice site,donor,0.26879625,0.0001,0.26869625,0.25,0.2971014492753623,8.10490538242978e-21,123.0,0.0,463.0,621.0
2C12,Zmynd8,chr2,165875776,165881087,-,novel splice site,donor,0.2075584999999999,0.005099,0.2024595,0.1697568389057751,0.2252520746240718,1.480300330116744e-13,199.0,6.0,964.0,705.0
2C12,Ctsz,chr2,174427797,174427930,-,fully novel,donor,0.38627275,0.130074,0.25619875,0.0916149068322981,0.3848920863309352,0.0001156996337628,118.0,39.0,305.0,243.0
2C12,Ogfr,chr2,180595127,180595207,+,fully novel,donor,0.245051,0.010098,0.234953,0.0968951414663662,0.5929237488196412,2.229885218098012e-12,153.0,15.0,715.0,601.0
2C12,Fhdc1,chr3,84455059,84456720,-,novel splice site,donor,0.4375124999999999,0.0001,0.4374125,0.1875,0.6363636363636364,1.463534643908406e-07,30.0,0.0,70.0,57.0
2C12,Smg5,chr3,88336498,88340648,+,novel splice site,donor,0.3325335,0.05383925,0.27869425,0.2673719297892267,0.2978459292875855,5.921997615695426e-16,657.0,95.0,1987.0,1905.0
2C12,Gm4617,chr3,124385822,124385941,+,fully novel,donor,0.48875225,0.02384525,0.464907,0.1299133964273514,0.6406910882270345,2.091479074975613e-45,3514.0,597.0,8904.0,8153.0
2C12,Larp7,chr3,127546401,127546478,-,fully novel,donor,0.265047,0.0001,0.264947,0.2,0.4848484848484848,2.484861499293357e-11,53.0,0.0,210.0,206.0
2C12,Alpk1,chr3,127685315,127685531,-,novel splice site,donor,0.4500099999999999,0.01634675,0.4336632499999999,0.3858974358974359,0.4736842105263157,4.018253077578513e-07,28.0,1.0,62.0,70.0
2C12,Ptpn3,chr4,57197635,57198485,-,novel splice site,donor,0.205059,0.0001,0.204959,0.1818181818181818,0.2153846153846154,7.255074345434849e-08,40.0,0.0,198.0,180.0
2C12,Vps13d,chr4,145098164,145099351,-,novel splice site,donor,0.2363027499999999,0.0001,0.23620275,0.1836734693877551,0.2857142857142857,7.543641919527857e-10,46.0,0.0,192.0,212.0
2C12,Lrrc47,chr4,154020217,154020374,+,fully novel,donor,0.45625875,0.2200559999999999,0.23620275,0.1550207039337474,0.445859872611465,0.0427628853711544,56.0,29.0,124.0,125.0
2C12,Evc2,chr5,37387140,37388010,+,novel splice site,donor,0.330034,0.0001,0.329934,0.3009708737864077,0.3608247422680412,7.40755969902193e-21,98.0,0.0,299.0,390.0
2C12,Mthfd2l,chr5,91000620,91019580,+,novel splice site,donor,0.305039,0.00384925,0.30118975,0.2822408326440584,0.3146417445482866,3.9351745346726814e-18,112.0,1.0,371.0,397.0
2C12,Ubc,chr5,125387074,125387529,-,fully novel,donor,0.94116175,0.51374725,0.4274145,0.1975647680557706,0.4793937782504652,3.3938961773321284e-31,10072.0,5089.0,12601.0,9843.0
2C12,Psph,chr5,129776942,129778511,-,novel splice site,donor,0.26379725,0.03634275,0.2274544999999999,0.0773613193403298,0.3841158841158841,0.000763316093294,30.0,5.0,107.0,147.0
2C12,Bud23,chr5,135061345,135063780,-,novel splice site,donor,0.2875425,0.005099,0.2824434999999999,0.2235421556237588,0.3320035925454682,1.2424725081938715e-28,657.0,5.0,2306.0,1657.0
2C12,Creb5,chr6,53287374,53287604,+,novel splice site,donor,0.30628875,0.0001,0.30618875,0.282051282051282,0.3461538461538461,8.509869214855895e-07,33.0,0.0,109.0,80.0
2C12,Adipor2,chr6,119365381,119369859,-,novel splice site,donor,0.504999,0.04384125,0.46115775,0.3830784479524239,0.5322511805928434,7.437537317025766e-30,334.0,33.0,665.0,770.0
2C12,Brsk1,chr7,4699107,4700919,+,novel splice site,donor,0.2138072499999999,0.0001,0.21370725,0.18,0.2602739726027397,4.814133249039392e-10,51.0,0.0,242.0,252.0
2C12,Fbxo17,chr7,28737547,28737661,+,novel splice site,donor,0.320036,0.0875825,0.2324534999999999,0.1279720279720279,0.3234280792420327,0.0173895447417305,31.0,8.0,98.0,93.0
2C12,Zfp566,chr7,30087160,30090219,-,novel splice site,donor,0.2225555,0.0001,0.2224555,0.2098765432098765,0.2291666666666666,6.675029208374631e-10,53.0,0.0,241.0,218.0
2C12,Gm5113,chr7,30175947,30176317,+,novel splice site,donor,0.3812737499999999,0.12132575,0.2599479999999999,0.1108865875221015,0.4340579710144928,0.0385365444553335,32.0,8.0,85.0,69.0
2C12,Tarsl2,chr7,65662380,65662675,+,novel splice site,donor,0.3175365,0.0001,0.3174365,0.1272727272727272,0.5882352941176471,1.1614646104769848e-17,56.0,0.0,174.0,452.0
2C12,Zfp668,chr7,127868425,127873772,-,novel splice site,donor,0.2662967499999999,0.05133975,0.2149569999999999,0.1659016198034824,0.2611494974874372,0.0002374347647493,47.0,12.0,178.0,215.0
2C12,Mki67,chr7,135697199,135699328,-,fully novel,donor,0.54374125,0.12382525,0.4199159999999999,0.2125797644496753,0.6378600823045267,1.755398081888077e-09,198.0,29.0,385.0,166.0
2C12,Arhgef7,chr8,11781240,11782118,+,novel splice site,donor,0.42876425,0.0001,0.42866425,0.3907563025210084,0.4751131221719457,1.5231852583353038e-36,274.0,0.0,641.0,546.0
2C12,Adam9,chr8,24962931,24963038,-,fully novel,donor,0.69621075,0.175065,0.52114575,0.2953216374269006,0.862295081967213,9.11445523926685e-09,41.0,67.0,62.0,382.0
2C12,Hgsnat,chr8,25945316,25945948,-,novel splice site,donor,0.45375925,0.0001,0.45365925,0.3778501628664495,0.5046439628482973,5.706811764531108e-50,399.0,0.0,881.0,1176.0
2C12,Irf2,chr8,46739937,46740063,+,novel splice site,donor,0.360028,0.025095,0.334933,0.2200525486074619,0.4340165660536291,6.626308341443075e-17,168.0,14.0,479.0,461.0
2C12,Tcf25,chr8,123401190,123403146,+,novel splice site,donor,0.904919,0.50624875,0.39867025,0.2318054505846263,0.6693181818181818,1.225952264308509e-10,191.0,129.0,213.0,247.0
2C12,Zpr1,chr9,46276587,46276791,+,novel splice site,donor,0.984903,0.7524495,0.2324534999999999,0.1900584795321637,0.253731343283582,0.0050895864871048,71.0,43.0,72.0,57.0
2C12,.,chr9,78431335,78478452,.,fully novel,donor,0.72370525,0.0025995,0.72110575,0.5052151208990805,0.998706338939198,7.696088957444871e-87,954.0,1.0,1593.0,869.0
2C12,Nme6,chr9,109835415,109837872,+,novel splice site,donor,0.210058,0.00384925,0.20620875,0.1720459868000851,0.2391890106987187,3.4690106497778885e-13,95.0,2.0,459.0,588.0
2C12,Nbeal2,chr9,110628504,110628573,-,novel splice site,donor,0.3125374999999999,0.0575885,0.254949,0.1457666029973552,0.3499333036905291,0.0001359749785332,38.0,9.0,122.0,164.0
2C12,Gm47283,chrY,90786549,90787088,+,fully novel,donor,0.86367725,0.44126175,0.4224154999999999,0.2585177379697927,0.5714285714285714,1.780896109676777e-07,85.0,95.0,100.0,219.0
2C12,Gm47283,chrY,90787919,90791293,+,fully novel,donor,0.7174564999999999,0.28629275,0.4311637499999999,0.1710684273709484,0.75,0.0030422633794426,27.0,25.0,38.0,86.0
2C12,Clk1,chr1,58421240,58421800,-,fully novel,acceptor,0.49125175,0.0001,0.49115175,0.3684210526315789,0.5666666666666667,1.3484208467893984e-07,42.0,0.0,85.0,43.0
2C12,3110009E18Rik,chr1,120126393,120150602,+,novel splice site,acceptor,0.709958,0.0001,0.709858,0.676829268292683,0.7761194029850746,2.931726608050525e-48,303.0,0.0,427.0,225.0
2C12,Hace1,chr10,45639804,45648590,+,novel splice site,acceptor,0.54874025,0.05633875,0.4924015,0.4178382161783821,0.5714534854751109,4.0085456747083225e-24,193.0,21.0,355.0,396.0
2C12,Ube2d1,chr10,71263718,71285100,-,novel splice site,acceptor,0.72120575,0.010098,0.7111077499999999,0.6321576529782094,0.7712340357492621,1.0134386158054373e-111,2264.0,18.0,3149.0,2901.0
2C12,Washc4,chr10,83561125,83564410,+,novel splice site,acceptor,0.4612577499999999,0.00384925,0.4574084999999999,0.3159991656236963,0.6511291779584463,1.6505833853158825e-35,152.0,7.0,339.0,966.0
2C12,Usp15,chr10,123151126,123153040,-,novel splice site,acceptor,0.22630475,0.0001,0.22620475,0.2,0.2592592592592592,6.115986918384031e-17,87.0,0.0,389.0,675.0
2C12,.,chr10,127290880,127296297,.,fully novel,acceptor,0.759948,0.490002,0.2699459999999999,0.1433530024297119,0.3964285714285714,0.0002177509326834,180.0,167.0,239.0,340.0
2C12,Ccdc88a,chr11,29421402,29422539,+,novel splice site,acceptor,0.2900419999999999,0.00384925,0.2861927499999999,0.2413200686386664,0.3499649859943978,1.9537901289772608e-11,30.0,1.0,106.0,379.0
2C12,Cnot6,chr11,49674908,49675129,-,fully novel,acceptor,0.6974605,0.0001,0.6973605,0.6268656716417911,0.7613636363636364,2.1804631397545105e-30,150.0,0.0,214.0,123.0
2C12,Kcnj12,chr11,61052600,61062374,+,fully novel,acceptor,0.4400119999999999,0.07883425,0.3611777499999999,0.1330720418066442,0.5760869565217391,5.717647787057284e-05,45.0,9.0,103.0,93.0
2C12,2610507B11Rik,chr11,78264267,78264463,+,novel splice site,acceptor,0.435013,0.055089,0.379924,0.3545857675477061,0.4017480008870452,2.078191967572669e-25,669.0,80.0,1541.0,1576.0
2C12,.,chr11,94932610,95010249,.,fully novel,acceptor,0.7536992499999999,0.25129975,0.5023994999999999,0.13,0.8898305084745762,6.710766405957363e-05,30.0,28.0,41.0,109.0
2C12,Caskin2,chr11,115806211,115806303,-,novel splice site,acceptor,0.4037692499999999,0.0001,0.40366925,0.2705882352941176,0.5376344086021505,1.2296709267652896e-22,101.0,0.0,248.0,296.0
2C12,Rab10os,chr12,3239328,3241521,+,novel splice site,acceptor,0.65371925,0.0001,0.65361925,0.5492957746478874,0.7047619047619048,2.1517274378533552e-42,169.0,0.0,257.0,278.0
2C12,Synj2bp,chr12,81510052,81510828,-,novel splice site,acceptor,0.6774645,0.0001,0.6773645,0.6410256410256411,0.747624076029567,1.2724769808167868e-104,1822.0,0.0,2684.0,1646.0
2C12,Gpatch2l,chr12,86258631,86260576,+,novel splice site,acceptor,0.4050189999999999,0.06633675,0.3386822499999999,0.2485503498439544,0.4012218655008709,1.3488770656036646e-13,214.0,32.0,528.0,437.0
2C12,Spata7,chr12,98634645,98637565,+,novel splice site,acceptor,0.909918,0.020096,0.889822,0.7972719522591646,0.9585961507358888,1.568427925726569e-59,187.0,5.0,208.0,250.0
2C12,Asb13,chr13,3648994,3649318,+,novel splice site,acceptor,0.53624275,0.0225955,0.51364725,0.4584615384615384,0.5423728813559322,3.756988995305279e-09,29.0,2.0,54.0,86.0
2C12,Gm3325,chr13,62017567,62047180,+,novel splice site,acceptor,0.4075185,0.0001,0.4074185,0.2792792792792792,0.6,3.879247226231065e-16,122.0,0.0,303.0,135.0
2C12,Zfp808,chr13,62147527,62169441,+,novel splice site,acceptor,0.4162667499999999,0.0001,0.41616675,0.2,0.5,1.9914579291635697e-05,49.0,0.0,114.0,35.0
2C12,Slc38a9,chr13,112660810,112669586,+,novel splice site,acceptor,0.27379525,0.05883825,0.2149569999999999,0.1193121693121693,0.3014147688060731,0.0018324606641573,45.0,8.0,165.0,135.0
2C12,Uggt2,chr14,119044029,119044499,-,novel splice site,acceptor,0.2138072499999999,0.0001,0.21370725,0.1870503597122302,0.26,1.7599194879474477e-13,74.0,0.0,353.0,418.0
2C12,Eny2,chr15,44428243,44429564,+,novel splice site,acceptor,0.9999,0.2463007499999999,0.75359925,0.5975609756097561,1.0,4.343333742598317e-37,158.0,51.0,158.0,191.0
2C12,Pvt1,chr15,62174182,62175466,+,novel splice site,acceptor,0.2787942499999999,0.0001,0.27869425,0.2,0.3950617283950617,2.3822320745932346e-15,69.0,0.0,249.0,327.0
2C12,.,chr15,98932164,99037562,.,fully novel,acceptor,0.3825234999999999,0.0001,0.3824234999999999,0.2320916905444126,0.4626262626262626,1.1390423933888002e-40,485.0,0.0,1226.0,1223.0
2C12,.,chr15,98933190,99034231,.,fully novel,acceptor,0.76369725,0.4387622499999999,0.324935,0.1984025234025233,0.4155339805825242,0.0177796688869295,64.0,27.0,83.0,62.0
2C12,.,chr15,98950804,99037183,.,fully novel,acceptor,0.385023,0.0001,0.384923,0.2413793103448276,0.6923076923076923,2.9949945776986955e-11,41.0,0.0,110.0,119.0
2C12,.,chr15,98950941,99037247,.,fully novel,acceptor,0.96615675,0.47625475,0.489902,0.0651906222082719,0.7790368271954674,1.985764345953637e-24,1145.0,348.0,1378.0,682.0
2C12,.,chr15,98951318,99037042,.,fully novel,acceptor,0.644971,0.125075,0.5198959999999999,0.253968253968254,0.7094972067039106,6.316633499861924e-10,117.0,14.0,182.0,91.0
2C12,Tuba1c,chr15,99034598,99037114,+,novel splice site,acceptor,0.994901,0.0001,0.994801,0.9702517162471396,1.0,3.588699500453965e-33,1033.0,0.0,1046.0,28.0
2C12,Pdxdc1,chr16,13836125,13836385,-,novel splice site,acceptor,0.56623675,0.27129575,0.2949409999999999,0.0946797105333691,0.5274725274725275,0.0080489236190047,82.0,26.0,147.0,93.0
2C12,Dyrk1a,chr16,94570031,94611418,+,novel splice site,acceptor,0.36627675,0.0225955,0.34368125,0.3061131728894886,0.3756696534395297,1.0948421143518166e-18,193.0,11.0,528.0,474.0
2C12,Rnaset2a,chr17,8128539,8128650,-,novel splice site,acceptor,0.71620675,0.125075,0.59113175,0.4788858939802335,0.7142857142857143,1.0727478635799045e-08,114.0,6.0,159.0,46.0
2C12,Bag6,chr17,35141912,35141986,+,fully novel,acceptor,0.86367725,0.5237452499999999,0.339932,0.1061307113938693,0.6476190476190475,0.0064664894764602,60.0,39.0,71.0,74.0
2C12,Crem,chr18,3278240,3280948,-,novel splice site,acceptor,0.26879625,0.0001,0.26869625,0.1111111111111111,0.4782608695652174,4.023999611509355e-10,26.0,0.0,97.0,263.0
2C12,Hmgxb3,chr18,61161110,61162896,-,novel splice site,acceptor,0.215057,0.0001,0.214957,0.1653543307086614,0.2785714285714286,2.260041402467948e-13,79.0,0.0,364.0,402.0
2C12,Nars,chr18,64503590,64516446,-,fully novel,acceptor,0.35003,0.0001,0.34993,0.2162162162162162,1.0,4.2338178083503e-14,37.0,0.0,112.0,290.0
2C12,Adnp2,chr18,80138305,80142648,-,novel splice site,acceptor,0.779944,0.0225955,0.7573485,0.7046230049532196,0.8069577303572888,7.680828640627011e-68,625.0,10.0,800.0,422.0
2C12,Ahnak,chr19,9006346,9009330,+,fully novel,acceptor,0.3012897499999999,0.02384525,0.2774445,0.0739265347198926,0.5359544095560266,2.1010364613320784e-12,268.0,11.0,935.0,373.0
2C12,Ahnak,chr19,9009331,9010092,+,fully novel,acceptor,0.3237852499999999,0.01634675,0.3074384999999999,0.065785243266297,0.8476907350617972,5.219186359270502e-16,225.0,56.0,903.0,825.0
2C12,Prune2,chr19,17195994,17199112,+,novel splice site,acceptor,0.2525495,0.0075985,0.2449509999999999,0.186768018018018,0.287934222432039,2.345174012309592e-19,181.0,10.0,729.0,1532.0
2C12,Prune2,chr19,17196109,17199112,+,novel splice site,acceptor,0.2925415,0.02134575,0.27119575,0.2377707619530676,0.3232277296084341,8.804328404378055e-18,211.0,32.0,729.0,1532.0
2C12,Trim8,chr19,46506929,46512722,+,novel splice site,acceptor,0.569986,0.075085,0.494901,0.441002761844062,0.5651178280095581,3.934409381400798e-38,1441.0,111.0,2518.0,1576.0
2C12,Sec61a2,chr2,5878009,5879592,-,novel splice site,acceptor,0.87117575,0.509998,0.3611777500000001,0.2414993306559572,0.4680390032502708,0.0027076326396621,67.0,28.0,77.0,55.0
2C12,Rabl6,chr2,25596521,25598127,-,novel splice site,acceptor,0.28379325,0.0001,0.28369325,0.119047619047619,0.4545454545454545,1.928732729055375e-07,39.0,0.0,135.0,99.0
2C12,Gm13571,chr2,60339542,60340152,+,novel splice site,acceptor,0.385023,0.0725855,0.3124375,0.267387820833017,0.3568598599209132,1.2281054525450068e-14,344.0,62.0,905.0,895.0
2C12,Cers6,chr2,69113073,69113176,+,fully novel,acceptor,0.48125375,0.075085,0.4061687499999999,0.0840799585871859,0.6060162839452001,2.265189573819874e-16,277.0,79.0,619.0,525.0
2C12,Ccdc173,chr2,69777762,69778059,-,novel splice site,acceptor,0.285043,0.0125975,0.2724455,0.2328472388238106,0.3371877890841813,3.282223978569027e-05,24.0,1.0,85.0,96.0
2C12,Tfpi,chr2,84474926,84476690,-,novel splice site,acceptor,0.4875025,0.135073,0.3524295,0.279429918078779,0.4198960906226046,6.509420199157186e-07,76.0,29.0,155.0,215.0
2C12,Zmynd8,chr2,165881260,165883327,-,novel splice site,acceptor,0.460008,0.0001,0.459908,0.3448275862068966,0.6,1.0777599724717933e-05,53.0,0.0,118.0,31.0
2C12,Ogfr,chr2,180595127,180595207,+,fully novel,acceptor,0.53374325,0.075085,0.45865825,0.2935013600816049,0.634453781512605,6.471028140839426e-12,153.0,15.0,292.0,149.0
2C12,Smg5,chr3,88340764,88341857,+,novel splice site,acceptor,0.32878425,0.0625875,0.26619675,0.2305194450300205,0.3116140474956893,8.081303754207386e-14,630.0,116.0,1933.0,1911.0
2C12,1500004A13Rik,chr3,88817762,88819669,-,fully novel,acceptor,0.6724654999999999,0.34878025,0.3236852499999999,0.0568115942028986,0.4839623520641133,1.2004037160563105e-05,148.0,110.0,219.0,365.0
2C12,Chd1l,chr3,97591775,97594007,-,novel splice site,acceptor,0.2138072499999999,0.0001,0.21370725,0.1931818181818181,0.2222222222222222,4.043638447243633e-11,59.0,0.0,280.0,288.0
2C12,Tifa,chr3,127791646,127807981,+,fully novel,acceptor,0.2425514999999999,0.0001,0.2424515,0.2352941176470588,0.2465753424657534,7.737215800360522e-13,56.0,0.0,234.0,444.0
2C12,Tifa,chr3,127791648,127807981,+,fully novel,acceptor,0.2775444999999999,0.0001,0.2774445,0.2602739726027397,0.32,5.310583689604041e-15,64.0,0.0,234.0,444.0
2C12,Vps13d,chr4,145099464,145099964,-,novel splice site,acceptor,0.26129775,0.0001,0.26119775,0.2261904761904762,0.3278688524590163,2.845716812571601e-11,51.0,0.0,197.0,212.0
2C12,Kmt2c,chr5,25294719,25295397,-,novel splice site,acceptor,0.30878825,0.025095,0.28369325,0.1529534295491742,0.4081346423562412,1.892588097169394e-05,43.0,3.0,139.0,104.0
2C12,Mthfd2l,chr5,91019703,91020151,+,novel splice site,acceptor,0.2787942499999999,0.0001,0.27869425,0.234375,0.35,1.9714706578280658e-18,102.0,0.0,371.0,423.0
2C12,Atxn2,chr5,121789824,121794937,+,novel splice site,acceptor,0.3175365,0.020096,0.2974405,0.2204974086400742,0.353356052831199,5.57826170320051e-21,340.0,18.0,1074.0,1075.0
2C12,Ift81,chr5,122556992,122559154,-,novel splice site,acceptor,0.24380125,0.00384925,0.239952,0.198019801980198,0.2651757188498402,6.70123865918984e-14,74.0,1.0,305.0,446.0
2C12,Ubc,chr5,125387583,125387810,-,fully novel,acceptor,0.659968,0.03634275,0.62362525,0.1272739054799729,0.687219931887435,6.275353106231794e-52,7160.0,2217.0,10751.0,5150.0
2C12,Tecpr1,chr5,144215791,144216252,-,novel splice site,acceptor,0.62122575,0.005099,0.6161267500000001,0.5365853658536586,0.7580137113211043,1.4976480839179916e-26,61.0,1.0,99.0,257.0
2C12,Adipor2,chr6,119369919,119370149,-,novel splice site,acceptor,0.52124575,0.035093,0.4861527499999999,0.3864003238456017,0.5732811734489363,8.262317000909658e-34,359.0,29.0,690.0,766.0
2C12,Cnot3,chr7,3645585,3650797,+,novel splice site,acceptor,0.719956,0.4425115,0.2774445,0.1420624151967435,0.488479262672811,0.0123086124335596,81.0,58.0,112.0,128.0
2C12,Ate1,chr7,130458154,130464130,-,novel splice site,acceptor,0.315037,0.0075985,0.3074385,0.2477477477477477,0.3849652036105561,1.2115894898562345e-21,200.0,4.0,632.0,631.0
