gene,gene_upper,panel,source_lists,categories,source_evidence
FGFR2,FGFR2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGFR3,FGFR3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGFR4,FGFR4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FIS1,FIS1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
FLNA,FLNA,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
FLT1,FLT1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FLT4,FLT4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FOS,FOS,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
FSHB,FSHB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
FSHR,FSHR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
FXYD1,FXYD1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
FXYD2,FXYD2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
FYN,FYN,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
GABBR1,GABBR1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cAMP signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cAMP signaling pathway
GABBR2,GABBR2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GAS6,GAS6,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
GATA4,GATA4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GCG,GCG,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GDNF,GDNF,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GHRL,GHRL,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GHSR,GHSR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GIP,GIP,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GIPR,GIPR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GLI1,GLI1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GLI3,GLI3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GLP1R,GLP1R,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GNA11,GNA11,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GNA12,GNA12,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GNA13,GNA13,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GNA14,GNA14,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GNA15,GNA15,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GNAI1,GNAI1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GNAI2,GNAI2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GNAI3,GNAI3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GNAL,GNAL,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GNAQ,GNAQ,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GNAS,GNAS,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GPHA2,GPHA2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GPHB5,GPHB5,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GPR119,GPR119,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GRIA1,GRIA1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GRIA2,GRIA2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GRIA3,GRIA3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GRIA4,GRIA4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
GRIN1,GRIN1,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
GRIN2A,GRIN2A,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
GRIN2B,GRIN2B,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
GRIN2C,GRIN2C,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
GRIN2D,GRIN2D,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PM_channels_other,Curated_258:PM_channels_other;KEGG_calcium_cAMP:Calcium signaling pathway
GRIN3A,GRIN3A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GRIN3B,GRIN3B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GRM1,GRM1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GRM5,GRM5,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GRPR,GRPR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
GSTO1,GSTO1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
GTF2I,GTF2I,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GUCY1A1,GUCY1A1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GUCY1A2,GUCY1A2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
GUCY1B1,GUCY1B1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
HCAR1,HCAR1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HCAR2,HCAR2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HCAR3,HCAR3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HCN2,HCN2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HCN4,HCN4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HGF,HGF,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HHIP,HHIP,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HOMER1,HOMER1,Tier4_Expanded_Calcium_Associated_732,Curated_258,Junctional,Curated_258:Junctional
HOMER2,HOMER2,Tier4_Expanded_Calcium_Associated_732,Curated_258,Junctional,Curated_258:Junctional
HOMER3,HOMER3,Tier4_Expanded_Calcium_Associated_732,Curated_258,Junctional,Curated_258:Junctional
HPCAL1,HPCAL1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Ca_sensors
HPCAL4,HPCAL4,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Ca_sensors
HRC,HRC,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Junctional,Curated_258:Junctional;KEGG_calcium_cAMP:Calcium signaling pathway
HRH1,HRH1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HRH2,HRH2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HTR1A,HTR1A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HTR1B,HTR1B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HTR1D,HTR1D,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HTR1E,HTR1E,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HTR1F,HTR1F,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
HTR2A,HTR2A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HTR2B,HTR2B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HTR2C,HTR2C,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HTR4,HTR4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HTR5A,HTR5A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HTR6,HTR6,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
HTR7,HTR7,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
IGH,IGH,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
INPP5K,INPP5K,Tier4_Expanded_Calcium_Associated_732,Curated_258,PLC_IP3,Curated_258:PLC_IP3
INS,INS,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
INSR,INSR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
IRAG1,IRAG1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
IRS1,IRS1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
IRS2,IRS2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
IRS4,IRS4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
ITGAV,ITGAV,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
ITPKA,ITPKA,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PLC_IP3,Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
ITPKB,ITPKB,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PLC_IP3,Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
ITPKC,ITPKC,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;PLC_IP3,Curated_258:PLC_IP3;KEGG_calcium_cAMP:Calcium signaling pathway
ITPR1,ITPR1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Categorized_calcium;Curated_258;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;ER_channels;Galaxy_STAR_calcium;Intracellular Ca channels,Calcium_genes_analysis:Calcium_Channel;Categorized_calcium:Intracellular Ca channels;Curated_258:ER_channels;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
ITPR2,ITPR2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;ER_channels,Calcium_genes_analysis:Calcium_Channel;Curated_258:ER_channels;KEGG_calcium_cAMP:Calcium signaling pathway
ITPR3,ITPR3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Categorized_calcium;Curated_258;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;ER_channels;Galaxy_STAR_calcium;Intracellular Ca channels,Calcium_genes_analysis:Calcium_Channel;Categorized_calcium:Intracellular Ca channels;Curated_258:ER_channels;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
ITPRID2,ITPRID2,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Intracellular Ca channels,Categorized_calcium:Intracellular Ca channels;Galaxy_STAR_calcium:Galaxy_STAR_calcium
JPH1,JPH1,Tier4_Expanded_Calcium_Associated_732,Curated_258,Junctional,Curated_258:Junctional
JPH2,JPH2,Tier4_Expanded_Calcium_Associated_732,Curated_258,Junctional,Curated_258:Junctional
JPH3,JPH3,Tier4_Expanded_Calcium_Associated_732,Curated_258,Junctional,Curated_258:Junctional
JPH4,JPH4,Tier4_Expanded_Calcium_Associated_732,Curated_258,Junctional,Curated_258:Junctional
JSRP1,JSRP1,Tier4_Expanded_Calcium_Associated_732,Curated_258,Junctional,Curated_258:Junctional
JUN,JUN,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
KCNIP1,KCNIP1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
KCNIP2,KCNIP2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
KCNIP3,KCNIP3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
KCNIP4,KCNIP4,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
KCNJ8,KCNJ8,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
KCNK2,KCNK2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
KCNMA1,KCNMA1,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Ca_activated;cGMP-PKG signaling pathway,Curated_258:Ca_activated;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
KCNMB1,KCNMB1,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Ca_activated;cGMP-PKG signaling pathway,Curated_258:Ca_activated;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
KCNMB2,KCNMB2,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Ca_activated;cGMP-PKG signaling pathway,Curated_258:Ca_activated;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
KCNMB3,KCNMB3,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Ca_activated;cGMP-PKG signaling pathway,Curated_258:Ca_activated;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
KCNMB4,KCNMB4,Tier4_Expanded_Calcium_Associated_732,Curated_258;KEGG_calcium_cAMP,Ca_activated;cGMP-PKG signaling pathway,Curated_258:Ca_activated;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
KCNN1,KCNN1,Tier4_Expanded_Calcium_Associated_732,Curated_258,Ca_activated,Curated_258:Ca_activated
KCNN2,KCNN2,Tier4_Expanded_Calcium_Associated_732,Curated_258,Ca_activated,Curated_258:Ca_activated
KCNN3,KCNN3,Tier4_Expanded_Calcium_Associated_732,Curated_258,Ca_activated,Curated_258:Ca_activated
KCNN4,KCNN4,Tier4_Expanded_Calcium_Associated_732,Curated_258,Ca_activated,Curated_258:Ca_activated
KCNU1,KCNU1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
KDR,KDR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
KNG1,KNG1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
LETM1,LETM1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
LETM2,LETM2,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Mitochondrial Ca,Categorized_calcium:Mitochondrial Ca;Galaxy_STAR_calcium:Galaxy_STAR_calcium
LETMD1,LETMD1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Mitochondrial Ca,Categorized_calcium:Mitochondrial Ca;Galaxy_STAR_calcium:Galaxy_STAR_calcium
LHB,LHB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
LHCGR,LHCGR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
LIPE,LIPE,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
LTB4R2,LTB4R2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
MAIP1,MAIP1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
MAP2K1,MAP2K1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MAP2K2,MAP2K2,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cGMP-PKG signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MAPK1,MAPK1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cGMP-PKG signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MAPK10,MAPK10,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
MAPK12,MAPK12,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
MAPK3,MAPK3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
MAPK8,MAPK8,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
MAPK9,MAPK9,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
MC2R,MC2R,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
MCOLN1,MCOLN1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Categorized_calcium;Curated_258;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;Galaxy_STAR_calcium;Other Ca-related;TRP_channels,Calcium_genes_analysis:Calcium_Channel;Categorized_calcium:Other Ca-related;Curated_258:TRP_channels;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
MCOLN2,MCOLN2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;TRP_channels,Calcium_genes_analysis:Calcium_Channel;Curated_258:TRP_channels;KEGG_calcium_cAMP:Calcium signaling pathway
MCOLN3,MCOLN3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;TRP_channels,Calcium_genes_analysis:Calcium_Channel;Curated_258:TRP_channels;KEGG_calcium_cAMP:Calcium signaling pathway
MCU,MCU,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial;KEGG_calcium_cAMP:Calcium signaling pathway
